name,year,km_driven,fuel,seller_type,transmission,owner,Rating,ExShowroom Price,selling_price
Mahindra Scorpio S9 BSIV,2019,35000,Diesel,Individual,Manual,First Owner,15,1900613,1350000
Audi Q5 2.0 TFSI Quattro,2010,110000,Petrol,Individual,Automatic,First Owner,9,1906696,1100000
Nissan Kicks XL D BSIV,2019,4000,Diesel,Individual,Manual,First Owner,14,1910215,1100000
Honda City i-VTEC VX,2018,14825,Petrol,Dealer,Manual,First Owner,9,1922156,1150000
Mahindra XUV500 W6 2WD,2016,5000,Diesel,Individual,Manual,First Owner,11,1923085,1290000
Honda City i-DTEC ZX,2017,38000,Diesel,Dealer,Manual,First Owner,12.81,1928976,1025000
Hyundai Creta 1.6 CRDi SX,2017,39221,Diesel,Dealer,Manual,First Owner,9,1930530,1260000
Volkswagen Vento 1.5 TDI Highline BSIV,2019,5400,Diesel,Dealer,Manual,Test Drive Car,11.15,1930577,1350000
Audi A6 2.0 TDI Premium Plus,2013,58500,Diesel,Dealer,Automatic,First Owner,15,1931355,1300000
Hyundai Creta 1.6 SX Option,2017,9000,Petrol,Dealer,Manual,First Owner,9.13,1936604,1025000
Mercedes-Benz New C-Class C 220 CDI Avantgarde,2012,33800,Diesel,Dealer,Automatic,Second Owner,14.72,1941872,1375000
Mahindra XUV500 W10 1.99 mHawk,2016,23670,Diesel,Trustmark Dealer,Manual,First Owner,12,1945369,1250000
Hyundai Tucson 2.0 e-VGT 2WD MT,2017,55000,Diesel,Dealer,Manual,First Owner,14,1964011,1650000
Audi A4 3.0 TDI Quattro,2013,86000,Diesel,Dealer,Automatic,First Owner,12,1964267,1580000
Maruti Ertiga 1.5 VDI,2019,15000,Diesel,Individual,Manual,First Owner,10.9,1966935,1000000
Toyota Fortuner 3.0 Diesel,2012,129627,Diesel,Dealer,Manual,First Owner,13.76,1970707,1680000
Mahindra XUV500 W10 2WD,2016,35000,Diesel,Individual,Manual,First Owner,15,1974118,1250000
Honda City i-VTEC ZX,2018,29600,Petrol,Dealer,Manual,First Owner,14.43,1975132,1200000
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,2014,90000,Diesel,Individual,Manual,Third Owner,14,1991093,1050000
Honda City i-VTEC VX,2018,28635,Petrol,Dealer,Manual,First Owner,13,1999307,1000000
Mahindra XUV500 W6 2WD,2017,40000,Diesel,Individual,Manual,First Owner,14.71,2009653,1000000
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,80000,Diesel,Individual,Manual,First Owner,11.75,2020291,1300000
Audi A6 2.0 TDI Premium Plus,2013,58500,Diesel,Dealer,Automatic,First Owner,10,2024321,1300000
Audi A6 2.0 TDI Premium Plus,2013,58500,Diesel,Dealer,Automatic,First Owner,10,2034092,1300000
Mahindra Scorpio S7 140 BSIV,2018,20000,Diesel,Individual,Manual,First Owner,10,2035678,1100000
Volkswagen Jetta 1.9 TDI Trendline,2009,140000,Diesel,Individual,Manual,First Owner,15,2052299,940000
Mercedes-Benz New C-Class 220 CDI AT,2013,35000,Diesel,Individual,Automatic,First Owner,10,2057732,1500000
Toyota Corolla Altis GL MT,2016,64156,Petrol,Trustmark Dealer,Manual,First Owner,10,2075689,1150000
Volvo XC60 D3 Kinetic,2012,115992,Diesel,Dealer,Automatic,Third Owner,9.89,2078995,1750000
Mahindra XUV500 W7 BSIV,2018,20000,Diesel,Individual,Manual,First Owner,12,2082729,1150000
Mahindra Marazzo M8 8Str,2018,10000,Diesel,Individual,Manual,First Owner,11,2092656,1300000
Toyota Innova Crysta 2.4 GX AT,2018,23974,Diesel,Dealer,Automatic,Second Owner,14,2097768,1725000
Audi A6 2.0 TDI Premium Plus,2014,34000,Diesel,Dealer,Automatic,Second Owner,10,2100062,1470000
Hyundai Creta 1.6 SX,2019,1200,Petrol,Individual,Manual,First Owner,13,2101915,1200000
Audi A4 3.0 TDI Quattro,2013,86000,Diesel,Dealer,Automatic,First Owner,15,2108548,1580000
Honda BR-V i-VTEC VX MT,2020,1100,Petrol,Dealer,Manual,First Owner,10,2109223,1250000
Mercedes-Benz E-Class 230,1998,35000,Petrol,Individual,Automatic,Second Owner,15,2111910,1000000
Audi A4 2.0 TDI,2011,58000,Diesel,Dealer,Automatic,First Owner,10,2120421,1295000
Mahindra Scorpio S11 BSIV,2018,35000,Diesel,Individual,Manual,First Owner,13.35,2120676,1300000
Toyota Innova 2.5 VX (Diesel) 8 Seater,2014,200000,Diesel,Individual,Manual,Second Owner,11,2125935,1200000
Ford Endeavour 3.2 Titanium AT 4X4,2016,106000,Diesel,Individual,Automatic,First Owner,9,2126988,1950000
Jaguar XF 5.0 Litre V8 Petrol,2012,66363,Petrol,Dealer,Automatic,Second Owner,15,2130798,2050000
Tata Hexa XT,2019,40000,Diesel,Individual,Manual,First Owner,11,2134941,1100000
Skoda Octavia Elegance 2.0 TDI AT,2014,135000,Diesel,Individual,Automatic,Third Owner,11.67,2135783,1200000
Audi Q7 35 TDI Quattro Premium,2009,78000,Diesel,Dealer,Automatic,Third Owner,10,2146921,1250000
Mahindra XUV500 W10 2WD,2015,75000,Diesel,Dealer,Manual,Second Owner,9,2151821,1200000
Audi Q3 2.0 TDI Quattro Premium Plus,2012,118000,Diesel,Individual,Automatic,Second Owner,14,2152554,1400000
Mercedes-Benz E-Class 230,1998,35000,Petrol,Individual,Automatic,Second Owner,10,2160885,1000000
Mercedes-Benz B Class B180 Sports,2013,40000,Petrol,Individual,Automatic,Second Owner,12.05,2166227,1100000
Audi Q5 2.0 TDI,2011,175900,Diesel,Dealer,Automatic,First Owner,9.6,2169066,1190000
Honda BR-V i-DTEC VX MT,2017,40000,Diesel,Dealer,Manual,First Owner,13.21,2169463,1189000
Honda BRV i-DTEC V MT,2017,30000,Diesel,Individual,Manual,First Owner,12,2181114,1250000
BMW X1 sDrive20d M Sport,2014,48000,Diesel,Dealer,Automatic,First Owner,13.76,2187721,1485000
Maruti Ertiga ZDI Plus,2019,30000,Diesel,Individual,Manual,First Owner,13,2190685,1100000
Mahindra XUV500 W11 Option AWD,2020,25000,Diesel,Dealer,Manual,First Owner,14.55,2209054,1400000
Mahindra XUV500 W10 2WD,2018,50000,Diesel,Individual,Manual,First Owner,13,2209590,1500000
BMW X1 sDrive 20d Exclusive,2011,60000,Diesel,Individual,Automatic,First Owner,9.76,2209694,1375000
BMW 3 Series 320d Luxury Line,2016,43000,Diesel,Dealer,Automatic,First Owner,12,2233435,2150000
Jeep Compass 2.0 Longitude Option BSIV,2018,50000,Diesel,Individual,Manual,First Owner,12,2235660,1700000
Hyundai Creta 1.6 CRDi SX,2016,85000,Diesel,Individual,Manual,First Owner,10.91,2246194,1151000
Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,2019,35000,Diesel,Individual,Automatic,First Owner,12,2247531,1100000
Mahindra XUV500 W10 AWD,2015,70000,Diesel,Individual,Manual,First Owner,11,2248945,1225000
Audi Q3 2.0 TDI Quattro Premium Plus,2015,127643,Diesel,Dealer,Automatic,First Owner,10.03,2251577,1750000
Toyota Innova Crysta 2.8 GX AT BSIV,2016,120000,Diesel,Individual,Automatic,First Owner,15,2252010,1350000
Hyundai Creta 1.6 SX Automatic Diesel,2015,54634,Diesel,Trustmark Dealer,Automatic,Second Owner,9,2255414,1150000
Tata Safari Storme EX,2019,24000,Diesel,Individual,Manual,First Owner,13.61,2261178,1250000
Skoda Octavia Elegance 2.0 TDI AT,2014,135000,Diesel,Individual,Automatic,Third Owner,9.58,2267185,1200000
Honda City i-VTEC CVT ZX,2018,23038,Petrol,Trustmark Dealer,Automatic,First Owner,10.94,2270241,1140000
Ford Ecosport Thunder Edition Diesel,2020,1010,Diesel,Dealer,Manual,Test Drive Car,10.57,2279010,1331000
Audi A6 2.0 TDI Premium Plus,2013,58500,Diesel,Dealer,Automatic,First Owner,10.17,2292539,1300000
Audi A6 2.0 TDI Premium Plus,2014,34000,Diesel,Dealer,Automatic,Second Owner,10.58,2304321,1470000
Hyundai Elantra 2.0 SX AT,2018,10000,Petrol,Individual,Automatic,First Owner,12,2304605,1575000
Hyundai Verna CRDi 1.6 SX Option,2019,25000,Diesel,Individual,Manual,First Owner,15,2323462,1200000
Mahindra XUV500 AT W10 1.99 mHawk,2017,65500,Diesel,Dealer,Automatic,First Owner,11.02,2332933,1150000
Mahindra XUV500 AT W6 2WD,2017,40000,Diesel,Individual,Automatic,First Owner,13,2337725,1300000
Hyundai Creta 1.6 CRDi AT SX Plus,2016,30093,Diesel,Dealer,Automatic,First Owner,12,2340117,1199000
Mahindra Scorpio S11 BSIV,2018,35000,Diesel,Individual,Manual,First Owner,9,2363280,1300000
Audi A4 3.0 TDI Quattro,2013,86000,Diesel,Dealer,Automatic,First Owner,9,2371619,1580000
Jeep Compass 2.0 Longitude Option BSIV,2017,22038,Diesel,Individual,Manual,First Owner,12.55,2377183,1490000
Audi A4 3.0 TDI Quattro,2013,86000,Diesel,Dealer,Automatic,First Owner,11.89,2379259,1580000
Volvo XC60 D5 Inscription,2014,130000,Diesel,Individual,Automatic,First Owner,11,2387840,2000000
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2019,20000,Diesel,Individual,Manual,First Owner,15,2395207,1900000
Audi A8 L 3.0 TDI quattro,2009,47000,Diesel,Dealer,Automatic,Second Owner,10.39,2407210,1250000
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,70000,Diesel,Individual,Manual,Third Owner,13,2417212,1200000
Toyota Fortuner 3.0 Diesel,2009,110000,Diesel,Individual,Manual,Second Owner,10.78,2419321,1100000
Audi A6 2.0 TDI Premium Plus,2013,58500,Diesel,Dealer,Automatic,First Owner,12,2419777,1300000
Mercedes-Benz New C-Class 220 CDI AT,2013,59000,Diesel,Dealer,Automatic,First Owner,15,2422096,1425000
Mahindra Scorpio S11 BSIV,2018,35000,Diesel,Individual,Manual,First Owner,13,2432105,1500000
Toyota Fortuner 3.0 Diesel,2010,205000,Diesel,Individual,Manual,Second Owner,9,2432263,1250000
Audi A6 2.0 TDI  Design Edition,2014,102354,Diesel,Dealer,Automatic,First Owner,15,2440459,1750000
Toyota Camry Hybrid 2.5,2017,20118,Petrol,Dealer,Automatic,First Owner,10,2440610,1900000
Toyota Corolla Altis 1.8 VL CVT,2018,25000,Petrol,Dealer,Automatic,,11.13,2448803,1650000
Audi A4 3.0 TDI Quattro,2013,86000,Diesel,Dealer,Automatic,First Owner,10,2470483,1580000
Hyundai Tucson 2.0 e-VGT 2WD AT GL,2018,40000,Diesel,Individual,Automatic,First Owner,14,2470491,1600000
Audi A4 3.0 TDI Quattro,2013,86000,Diesel,Dealer,Automatic,First Owner,10,2480668,1580000
Audi A6 2.0 TDI Premium Plus,2013,58500,Diesel,Dealer,Automatic,First Owner,11.79,2485995,1300000
Hyundai Verna CRDi 1.6 SX Option,2019,9000,Diesel,Dealer,Manual,First Owner,10,2491962,1295000
Audi A4 3.0 TDI Quattro,2013,86000,Diesel,Dealer,Automatic,First Owner,9,2497573,1580000
MG Hector Smart AT,2019,18000,Petrol,Dealer,Automatic,First Owner,11,2517648,1860000
Audi A6 2.0 TDI Premium Plus,2013,58500,Diesel,Dealer,Automatic,First Owner,10,2517831,1300000
Hyundai Creta 1.6 CRDi SX Option,2016,55000,Diesel,Individual,Manual,First Owner,12.18,2535166,1300000
Audi A6 2.0 TDI  Design Edition,2014,102354,Diesel,Dealer,Automatic,First Owner,10,2547385,1750000
Nissan Kicks XV Premium D BSIV,2019,15000,Diesel,Individual,Manual,First Owner,12,2567999,1350000
Tata Harrier XZ BSIV,2019,33000,Diesel,Individual,Manual,First Owner,14.54,2579464,1400000
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2017,100000,Diesel,Individual,Manual,First Owner,13.02,2584603,1900000
Hyundai Creta 1.6 CRDi SX Option,2018,20694,Diesel,Dealer,Manual,First Owner,10.35,2592241,1490000
Mahindra XUV500 AT W10 AWD,2017,15000,Diesel,Individual,Automatic,Second Owner,11,2602503,1350000
Audi Q3 2.0 TDI Quattro Premium Plus,2015,127643,Diesel,Dealer,Automatic,First Owner,13.63,2603453,1750000
Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2013,15000,Diesel,Individual,Automatic,First Owner,13.98,2604411,2000000
Toyota Innova 2.5 VX (Diesel) 8 Seater,2015,46412,Diesel,Individual,Manual,First Owner,9.56,2608513,1500000
BMW X1 sDrive 20d xLine,2017,30000,Diesel,Individual,Automatic,First Owner,9.28,2629985,2400000
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2018,15000,Diesel,Individual,Manual,First Owner,15,2648754,1700000
Audi A6 2.0 TDI  Design Edition,2013,50000,Diesel,Dealer,Automatic,,13.53,2649676,1735000
Toyota Fortuner 4x2 AT,2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,15,2653800,2600000
BMW 3 Series 320d Sport Line,2013,75800,Diesel,Dealer,Automatic,Second Owner,14,2655097,1550000
Mahindra XUV500 AT W10 FWD,2018,30000,Diesel,Individual,Automatic,First Owner,14,2681520,1400000
Honda CR-V Diesel 4WD,2018,26000,Diesel,Individual,Automatic,First Owner,13,2691312,1800000
Hyundai Tucson 2.0 e-VGT 2WD MT,2017,55000,Diesel,Dealer,Manual,First Owner,11.81,2707166,1650000
Tata Hexa XT 4X4,2017,3000,Diesel,Individual,Manual,First Owner,9,2711687,1600000
Audi A4 3.0 TDI Quattro,2013,86000,Diesel,Dealer,Automatic,First Owner,10.09,2714844,1580000
Audi A4 35 TDI Premium,2015,35000,Diesel,Individual,Automatic,Third Owner,9,2719605,2300000
Mahindra XUV500 W10 2WD,2018,20000,Diesel,Individual,Manual,First Owner,13,2720596,1450000
Audi A4 New  2.0 TDI Multitronic,2014,42215,Diesel,Dealer,Automatic,First Owner,13.46,2720994,1549000
Jaguar XF 3.0 Litre S Premium Luxury,2012,50000,Diesel,Individual,Automatic,Second Owner,12,2726405,1800000
Mahindra XUV500 W7 AT BSIV,2018,50000,Diesel,Individual,Automatic,First Owner,12.11,2770713,1400000
Audi A4 3.0 TDI Quattro,2013,86000,Diesel,Dealer,Automatic,First Owner,12.17,2774400,1580000
Tata Harrier XZ BSIV,2019,10000,Diesel,Individual,Manual,First Owner,14.8,2801293,1700000
Ford Endeavour Titanium Plus 4X4,2017,60000,Diesel,Dealer,Automatic,First Owner,11,2811036,2675000
Toyota Fortuner 4x2 AT,2014,99000,Diesel,Individual,Automatic,First Owner,11.94,2862171,1800000
Hyundai Creta 1.6 VTVT AT SX Plus,2018,11700,Petrol,Dealer,Automatic,First Owner,12.54,2867999,1475000
Audi A4 3.0 TDI Quattro,2013,86000,Diesel,Dealer,Automatic,First Owner,10,2869657,1580000
Tata Harrier XZ BSIV,2019,10000,Diesel,Individual,Manual,First Owner,11.24,2878741,1700000
Mahindra Scorpio S11 BSIV,2017,20000,Diesel,Individual,Manual,First Owner,12,2901230,1500000
Audi A4 3.0 TDI Quattro,2013,86000,Diesel,Dealer,Automatic,First Owner,10.95,2932328,1580000
MG Hector Sharp Diesel MT BSIV,2019,14000,Diesel,Dealer,Manual,First Owner,12.85,2942904,1825000
Ford Endeavour Titanium Plus 4X4,2017,60000,Diesel,Dealer,Automatic,First Owner,10,2973569,2650000
Toyota Corolla Altis 1.8 VL CVT,2018,25000,Petrol,Dealer,Automatic,First Owner,13,2978563,1650000
Audi A4 3.0 TDI Quattro,2013,86000,Diesel,Dealer,Automatic,First Owner,11.64,3039312,1580000
Mercedes-Benz New C-Class C 220 CDI Grand Edition,2014,46000,Diesel,Individual,Automatic,First Owner,9,3055305,2490000
Toyota Fortuner 4x2 AT,2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,15,3070076,2600000
Mahindra XUV500 W11 AT BSIV,2018,35000,Diesel,Individual,Automatic,First Owner,10,3084269,1600000
BMW 5 Series 520d Luxury Line,2017,40000,Diesel,Individual,Automatic,First Owner,10.7,3088949,2900000
Jaguar XF 2.2 Litre Luxury,2014,28000,Diesel,Dealer,Automatic,First Owner,10,3105524,1964999
BMW 3 Series 320d Sport,2013,167223,Diesel,Dealer,Automatic,First Owner,9,3137534,2000000
Audi A8 4.2 TDI,2013,49000,Diesel,Dealer,Automatic,First Owner,12,3155103,2800000
Ford Endeavour 2.2 Titanium AT 4X2,2019,10000,Diesel,Individual,Automatic,First Owner,10.46,3181069,2800000
Jaguar XF 3.0 Litre S Premium Luxury,2013,64000,Diesel,Individual,Automatic,Second Owner,14,3189184,2000000
Mahindra XUV500 W11 Option AT AWD,2019,5000,Diesel,Individual,Automatic,First Owner,12.05,3205034,1850000
Toyota Innova Crysta 2.8 ZX AT BSIV,2017,75000,Diesel,Individual,Automatic,First Owner,12.17,3238229,1700000
Volvo V40 D3 R Design,2018,21000,Diesel,Dealer,Automatic,First Owner,14.54,3257807,1975000
Land Rover Range Rover Evoque 2.2L Dynamic,2012,149000,Diesel,Individual,Automatic,Second Owner,11,3271496,2349000
Toyota Fortuner 4x2 AT,2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,11.68,3285500,2600000
Audi Q5 2.0 TFSI Quattro Premium Plus,2014,62237,Petrol,Dealer,Automatic,First Owner,9,3291153,1850000
Toyota Innova Crysta 2.4 GX AT,2018,23974,Diesel,Dealer,Automatic,Second Owner,13,3297494,1725000
BMW 3 Series 320d Luxury Line,2015,24000,Diesel,Individual,Automatic,First Owner,10,3305213,2200000
Audi Q5 2.0 TFSI Quattro Premium Plus,2014,62237,Petrol,Dealer,Automatic,First Owner,13,3341783,1850000
Toyota Fortuner 4x2 Manual,2014,50000,Diesel,Individual,Manual,First Owner,11.35,3352585,1800000
Toyota Innova Crysta 2.4 GX MT 8S BSIV,2018,5000,Diesel,Individual,Manual,First Owner,10,3356170,1700000
Toyota Camry Hybrid 2.5,2017,20118,Petrol,Dealer,Automatic,First Owner,13.42,3358415,1900000
BMW 5 Series 520d Luxury Line,2017,40000,Diesel,Individual,Automatic,First Owner,9.96,3393369,2900000
Toyota Innova Crysta 2.4 VX MT,2016,141440,Diesel,Dealer,Manual,First Owner,14,3425523,1800000
Jaguar XF 5.0 Litre V8 Petrol,2012,66363,Petrol,Dealer,Automatic,Second Owner,11,3479791,2050000
Toyota Fortuner 4x2 AT,2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,15,3490999,2600000
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,110000,Diesel,Individual,Automatic,First Owner,12.42,3509664,1800000
BMW X1 sDrive 20d xLine,2019,9500,Diesel,Individual,Automatic,First Owner,9,3530353,2600000
Audi A4 30 TFSI Technology,2018,22000,Petrol,Individual,Automatic,First Owner,11,3558666,3100000
Ford Endeavour 3.2 Titanium AT 4X4,2016,126000,Diesel,Dealer,Automatic,First Owner,10,3575337,1800000
Toyota Camry 2.5 Hybrid,2017,20000,Petrol,Individual,Automatic,First Owner,9.54,3668148,1900000
BMW 3 Series 320d Luxury Line,2018,39000,Diesel,Individual,Automatic,First Owner,13,3855747,2300000
Toyota Fortuner 4x2 AT,2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,13.87,3869358,2600000
Ford Endeavour 3.2 Titanium AT 4X4,2018,56000,Diesel,Dealer,Automatic,First Owner,11,3870217,2675000
Toyota Fortuner 4x2 AT,2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,13.43,3899110,2600000
Toyota Fortuner 2.8 2WD AT BSIV,2017,20000,Diesel,Individual,Automatic,First Owner,15,3951881,2800000
Mercedes-Benz C-Class Progressive C 220d,2018,10000,Diesel,Dealer,Automatic,First Owner,12.38,3959392,3800000
BMW 7 Series 730Ld,2012,48000,Diesel,Dealer,Automatic,First Owner,10.55,3970746,2500000
Mercedes-Benz E-Class E250 CDI Blue Efficiency,2012,35000,Diesel,Individual,Automatic,First Owner,11.1,4117559,2500000
Audi Q5 2.0 TDI,2015,35000,Diesel,Individual,Automatic,First Owner,11,4119188,3500000
Audi A8 4.2 TDI,2013,49000,Diesel,Dealer,Automatic,First Owner,11,4154462,2800000
Ford Endeavour 3.2 Titanium AT 4X4,2016,91505,Diesel,Dealer,Automatic,First Owner,9,4158058,2100000
BMW X1 sDrive 20d xLine,2017,13000,Diesel,Individual,Automatic,First Owner,12,4186494,2750000
Mercedes-Benz C-Class Progressive C 220d,2018,10000,Diesel,Dealer,Automatic,First Owner,9,4230039,3800000
Ford Endeavour 3.2 Titanium AT 4X4,2017,30000,Diesel,Individual,Automatic,First Owner,10,4334881,2700000
Audi Q3 35 TDI Quattro Technology,2018,25000,Diesel,Individual,Automatic,First Owner,15,4353494,2700000
Toyota Fortuner 2.7 2WD AT,2016,70000,Petrol,Individual,Automatic,Second Owner,14.61,4399107,2500000
Ford Endeavour 3.2 Titanium AT 4X4,2019,20000,Diesel,Individual,Automatic,First Owner,13,4431429,3200000
Mercedes-Benz M-Class ML 350 CDI,2014,79500,Diesel,Individual,Automatic,Second Owner,10.67,4476283,2500000
Audi Q3 35 TDI Quattro Technology,2017,36000,Diesel,Dealer,Automatic,First Owner,12.02,4490047,2575000
BMW X1 sDrive 20d xLine,2019,9500,Diesel,Individual,Automatic,First Owner,9,4504287,2600000
Toyota Fortuner 4x2 AT,2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,9,4530069,2600000
Ford Endeavour 3.2 Titanium AT 4X4,2017,30000,Diesel,Individual,Automatic,First Owner,9,4556717,2700000
Toyota Fortuner 4x2 AT,2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,15,4558942,2600000
Toyota Fortuner 4x2 AT,2017,79641,Diesel,Trustmark Dealer,Automatic,First Owner,13.35,4575871,2595000
Audi A4 30 TFSI Technology,2018,22000,Petrol,Individual,Automatic,First Owner,14.35,4578843,3100000
Mercedes-Benz C-Class Progressive C 220d,2018,10000,Diesel,Dealer,Automatic,First Owner,14,4616844,3800000
Jaguar XJ 5.0 L V8 Supercharged,2010,40000,Petrol,Individual,Automatic,Second Owner,15,4733117,2550000
Toyota Fortuner 4x2 AT,2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,14,4737642,2600000
Toyota Fortuner 2.8 4WD AT BSIV,2017,41000,Diesel,Individual,Automatic,First Owner,9.89,4840809,2750000
Mahindra Alturas G4 4X2 AT BSIV,2019,5000,Diesel,Individual,Automatic,First Owner,13.53,4874903,2700000
Mercedes-Benz C-Class Progressive C 220d,2018,10000,Diesel,Dealer,Automatic,First Owner,11,4956150,3800000
Toyota Fortuner 2.8 2WD AT BSIV,2018,40000,Diesel,Individual,Automatic,First Owner,13,4974589,2800000
Mercedes-Benz C-Class Progressive C 220d,2018,10000,Diesel,Dealer,Automatic,First Owner,9,4995239,3800000
Toyota Fortuner 4x2 AT,2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,11.9,5055973,2600000
Audi Q5 3.0 TDI Quattro Technology,2018,22000,Diesel,Dealer,Automatic,First Owner,12.19,5113263,3899000
BMW 3 Series GT Luxury Line,2017,30000,Diesel,Individual,Automatic,First Owner,11.64,5164417,3050000
Toyota Fortuner 4x2 AT,2017,47162,Diesel,Trustmark Dealer,Automatic,First Owner,12,5168262,2600000
Toyota Fortuner 2.8 4WD AT BSIV,2019,5000,Diesel,Individual,Automatic,First Owner,13,5266613,3100000
BMW X5 xDrive 30d xLine,2019,30000,Diesel,Dealer,Automatic,First Owner,10,5289653,4950000
